"make" "address" "all" "xd" "our" "over" "remove" "internet" "order" "mail" "receive" "will" "people" "report" "addresses" "free" "business" "email" "you" "credit" "your" "font" "x000" "money" "hp" "hpl" "george" "x650" "lab" "labs" "telnet" "x857" "data" "x415" "x85" "technology" "x1999" "parts" "pm" "direct" "cs" "meeting" "original" "project" "re" "edu" "table" "conference" "x." "x.." "x...1" "x..1" "x..2" "x..3" "crla" "crll" "crrt" "classdigit" "class" "classdigit.1" "X" "V1" "X.1"
.05 0 .05 0 .3 0 0 0 .51 0 0 .15 0 0 0 0 0 .05 .2 0 .15 0 0 0 .67 .72 .05 0 0 0 0 0 .2 0 0 0 .46 0 0 0 0 0 0 .1 0 0 0 0 .209 .158 .05 0 .014 0 3.764 85 1423 0 "email" "0" 0 0 "0"
.17 .08 .08 0 .17 .08 0 0 .76 0 0 .25 0 0 0 .08 0 .08 .34 0 .25 0 0 0 .76 .85 .08 0 0 0 0 0 .34 0 0 0 .68 0 0 0 0 0 0 0 0 0 0 0 .157 .205 .036 0 .024 0 2.883 47 715 0 "email" "0" 0 0 "0"
0 0 1.16 0 0 0 0 0 0 0 .58 4.09 0 0 0 0 0 0 0 0 0 0 0 0 1.16 0 0 0 0 0 0 0 0 0 0 .58 0 0 1.16 0 0 0 0 0 0 0 0 0 .091 0 0 0 0 0 1.21 4 46 0 "email" "0" 0 0 "0"
0 .15 .07 0 .23 0 0 .07 .07 .07 0 1.48 .15 .23 0 .07 1.01 0 .15 .07 0 0 .15 .07 3.11 0 0 0 0 0 0 0 .15 0 0 0 .15 0 0 0 0 .46 0 0 .23 0 0 0 .185 .098 0 0 .043 0 2.013 24 576 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 5.88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.098 0 0 2.142 9 15 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08 0 0 0 0 0 0 0 0 0 0 2.08 2.08 0 4.16 0 0 0 0 0 0 0 0 0 0 0 0 .173 0 0 1.777 6 48 0 "email" "0" 0 0 "0"
0 0 0 0 .74 0 0 0 0 1.49 0 0 0 0 0 0 0 0 1.49 0 .74 0 0 0 2.98 2.23 1.49 2.23 .74 .74 1.49 .74 0 .74 .74 1.49 .74 0 0 .74 0 0 .74 0 .74 0 0 0 0 .557 .111 0 0 0 2.607 12 133 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.75 8 19 0 "email" "0" 0 0 "0"
1.26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.26 0 1.26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .178 0 0 1.272 3 14 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.55 2.77 2.77 2.77 0 2.77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.857 11 26 0 "email" "0" 0 0 "0"
0 .13 .52 0 0 .13 0 .79 0 0 0 .13 0 0 0 .13 0 0 .26 0 .39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .13 0 0 0 0 0 0 .02 .061 0 .04 .04 0 1.823 26 372 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 .8 0 1.07 0 0 0 .26 0 0 1.07 0 1.88 0 0 0 2.15 1.61 1.07 .26 .26 .26 .26 .26 0 .26 .26 .26 .53 0 0 .26 0 0 .53 .53 .53 0 0 0 .174 .437 0 .043 0 0 2.879 19 262 0 "email" "0" 0 0 "0"
0 0 .36 0 .36 .72 0 0 0 0 0 1.09 0 0 0 0 .36 0 .36 0 .72 0 0 0 1.09 1.09 0 0 0 .36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .114 .114 0 0 0 0 2.075 7 110 0 "email" "0" 0 0 "0"
.68 0 1.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.36 0 0 0 0 0 .34 .34 .68 .34 0 .34 0 0 0 0 .34 0 0 0 .34 0 .34 0 0 0 1.02 .34 0 0 0 .172 0 .387 0 0 1.5 15 84 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .43 0 .86 0 0 0 6.03 3.44 .86 .43 .43 .43 .43 .43 0 .43 .43 .43 .86 0 .43 .43 0 0 .43 0 .43 0 0 0 0 .13 .065 .065 0 1.043 2.983 40 179 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.5 4 5 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .391 0 0 1.333 4 20 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 1.23 0 0 0 0 1.23 0 0 0 0 1.23 0 0 0 0 0 0 0 2.46 0 0 0 0 1.23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .403 0 0 2.045 6 45 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.33 0 0 0 0 .628 0 0 0 0 1.5 5 15 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 1.41 0 0 0 0 .7 0 1.41 0 1.41 0 0 0 0 0 .7 0 0 0 .7 0 0 0 0 0 0 0 0 2.12 0 0 0 0 0 0 0 0 0 .267 .066 0 0 0 17.857 199 375 0 "email" "0" 0 0 "0"
0 .07 .15 0 .12 .02 0 .02 0 .12 0 .3 .12 0 0 .02 .17 .12 .22 .02 .12 0 0 0 0 0 0 0 0 0 0 0 2.16 0 0 .15 .68 0 0 .02 .1 .02 .02 .02 0 .33 0 .43 .037 .225 .007 .015 .041 .003 2.198 25 2458 0 "email" "0" 0 0 "0"
1.23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.23 0 .61 3.7 0 2.46 0 0 0 0 0 1.23 0 .61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .61 0 .226 0 0 0 0 1.3 3 26 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 5 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.166 2 7 0 "email" "0" 0 0 "0"
0 0 0 0 1.54 0 0 .51 0 .51 0 .51 .51 0 0 .51 0 0 1.54 0 1.03 0 0 0 .51 .51 1.54 .51 0 .51 0 0 0 0 .51 0 .51 0 0 0 .51 0 0 0 0 .51 0 0 0 .158 0 .079 0 0 1.711 15 77 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.166 2 7 0 "email" "0" 0 0 "0"
1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.75 0 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.75 0 0 0 0 .317 0 0 0 0 1.125 2 9 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 2.17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.04 0 0 0 0 4.34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.407 3.555 19 96 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 3.7 0 0 0 0 0 3.7 0 0 0 0 0 0 3.7 0 0 0 0 3.7 0 0 0 0 0 0 3.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.466 6 22 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 0 "email" "0" 0 0 "0"
0 0 0 0 1.05 0 0 0 0 0 0 0 0 0 0 0 0 0 1.05 0 0 0 0 0 0 0 1.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .181 0 0 2 7 22 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .319 0 0 0 0 2.636 9 29 0 "email" "0" 0 0 "0"
0 0 0 0 .22 .22 0 0 0 .45 0 .9 0 0 0 0 0 0 .67 0 .22 0 0 0 .67 0 0 .67 0 0 .45 0 0 0 .67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .024 0 4.223 157 359 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.166 2 7 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.166 2 7 0 "email" "0" 0 0 "0"
0 0 0 0 0 .49 0 .49 0 0 0 0 0 0 0 0 0 0 .49 0 0 0 0 0 0 0 .49 0 0 0 0 0 0 0 0 0 .49 0 0 0 0 0 0 0 0 0 0 0 0 .228 0 0 0 0 1.962 5 106 0 "email" "0" 0 0 "0"
0 0 .32 0 .32 0 0 0 0 0 0 .64 0 0 0 0 0 0 .32 0 0 0 0 0 .64 .64 0 0 0 0 0 0 0 0 0 .32 .64 0 0 0 0 0 0 0 0 0 0 0 0 .04 0 0 0 0 1.902 10 175 0 "email" "0" 0 0 "0"
0 0 2.5 0 0 0 0 0 0 0 0 2.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.5 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 1 1 15 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 5.88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .961 0 0 2.333 9 14 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .431 0 0 0 0 2.733 7 41 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.96 0 0 0 0 1.96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .613 .306 0 0 0 1.611 7 29 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 1.19 0 0 0 1.19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.178 21 61 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.12 2.56 2.56 2.56 2.56 2.56 2.56 2.56 0 2.56 2.56 2.56 0 0 0 2.56 0 0 0 0 0 0 0 0 0 .881 0 0 0 0 2.5 11 40 0 "email" "0" 0 0 "0"
.77 0 0 0 .25 0 0 0 0 0 0 1.28 0 0 0 0 0 0 2.05 0 2.31 0 0 0 .25 2.57 0 0 .51 0 0 0 0 0 0 0 .25 0 0 0 0 0 0 0 0 0 0 0 0 .117 0 .039 0 0 4.016 45 237 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.45 0 0 0 0 0 .72 6.56 0 0 0 0 0 0 0 0 0 .72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .124 0 0 2.361 30 85 0 "email" "0" 0 0 "0"
.07 0 .22 0 .03 .07 0 0 .03 .22 0 .71 .03 0 0 .03 0 0 .9 0 .56 0 0 0 1.58 .26 0 .11 .11 .11 .18 0 .03 0 .22 .07 .18 0 0 .03 0 0 0 0 0 0 0 .03 .028 .078 0 .028 .016 0 1.765 20 1356 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.84 0 0 0 0 0 0 0 0 0 0 .719 0 1.25 2 10 0 "email" "0" 0 0 "0"
0 0 .34 0 .34 0 0 0 .34 0 0 .34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.78 0 0 0 0 0 0 0 0 0 0 1.583 6 95 0 "email" "0" 0 0 "0"
.89 0 0 0 1.49 .29 0 0 0 0 0 1.19 0 0 0 0 0 0 .89 0 .89 0 0 0 0 0 .29 0 0 0 0 0 .29 0 0 0 0 0 .29 0 0 .59 0 .59 0 0 0 0 .325 .162 0 0 0 0 1.583 9 76 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.84 0 0 0 0 0 0 0 0 0 0 .724 0 1.25 2 10 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 3.72 0 0 0 0 0 0 3.1 0 0 0 0 0 .62 0 0 0 1.24 0 0 0 0 0 0 0 0 0 0 0 0 1.24 0 0 0 0 0 0 0 .11 0 0 0 0 1.47 8 50 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.23 4 16 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 1.07 0 0 0 0 .35 0 1.43 0 0 0 3.95 .71 0 0 0 0 0 0 0 0 .71 0 .35 0 0 0 0 0 .35 0 .35 0 0 0 0 .113 .113 .056 0 0 2.969 16 193 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 1.37 0 2.75 0 0 .68 0 0 0 0 0 0 0 0 0 2.06 2.06 1.37 0 .68 .68 0 0 0 0 0 0 0 0 0 0 0 0 0 1.37 0 0 0 0 0 .235 0 0 0 0 1.531 11 49 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.66 0 1.88 0 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .22 0 0 0 0 2.15 8 43 0 "email" "0" 0 0 "0"
0 0 .25 0 .12 .12 0 .12 .25 0 .12 1.14 .25 0 0 0 .25 0 0 0 0 0 .25 0 3.04 0 0 0 0 0 0 0 0 0 0 0 .12 0 0 0 0 0 0 0 0 0 0 0 0 .12 0 0 .017 0 2.444 24 418 0 "email" "0" 0 0 "0"
2 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 2 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.888 29 53 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.56 0 0 0 0 .465 0 0 0 0 1.769 6 23 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 .9 0 0 0 0 0 .9 .9 0 0 0 0 0 .9 .9 0 0 .9 0 .9 0 .9 0 0 .9 0 0 0 0 0 .9 0 0 0 0 0 0 0 .471 0 0 0 0 1.424 8 47 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 .58 0 2.33 0 0 0 .58 0 0 1.75 0 3.5 0 0 0 0 .58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .58 0 0 0 0 0 .195 0 .097 0 0 2.157 11 41 0 "email" "0" 0 0 "0"
0 0 .2 0 0 0 0 0 .2 .41 0 0 0 0 0 0 0 0 1.45 0 .2 0 0 0 0 .2 .2 0 .2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.45 0 0 0 0 0 .329 0 .109 0 .365 1.187 11 114 0 "email" "0" 0 0 "0"
0 1.16 0 0 0 0 0 1.16 0 1.16 0 0 0 0 0 0 0 0 0 0 1.16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.16 0 0 0 0 0 0 0 0 0 1.25 3 20 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.34 0 0 .21 0 0 0 0 0 0 0 0 0 0 0 0 .03 .06 0 0 0 0 2.426 76 199 0 "email" "0" 0 0 "0"
.23 0 0 0 .23 .23 0 0 0 0 0 .23 0 0 0 .23 0 0 .47 0 0 0 0 0 .47 .23 0 0 0 .47 .23 0 .47 0 0 0 .23 0 0 0 0 0 0 0 0 0 0 0 .107 .107 0 0 0 0 1.595 8 142 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 .684 0 0 0 0 1 1 8 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 3.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .74 0 0 1.5 4 18 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 .46 .46 0 0 0 0 0 1.38 0 .46 0 0 0 .46 0 0 0 0 0 0 0 0 0 0 0 .92 0 1.38 0 .92 .46 1.38 0 1.38 .92 0 0 .149 .074 .149 0 0 0 1.76 12 132 0 "email" "0" 0 0 "0"
0 0 .8 0 0 0 0 0 0 0 0 .8 0 0 0 0 0 0 4.8 0 1.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .8 0 0 0 0 0 0 0 0 0 0 1 1 11 0 "email" "0" 0 0 "0"
0 0 2.32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .854 0 0 0 0 1.823 8 31 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 1.4 0 0 0 0 1.4 2.81 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.125 2 9 0 "email" "0" 0 0 "0"
.21 0 .21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .42 0 2.11 0 0 0 2.32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .084 0 .028 .084 .084 4.11 62 411 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 .68 0 .68 0 0 0 0 .68 0 2.04 4.08 0 .68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .523 0 0 1.218 5 39 0 "email" "0" 0 0 "0"
.11 0 .22 0 .55 0 0 0 0 0 0 .55 0 0 0 .11 .11 0 1.22 0 0 0 0 0 1.22 .44 0 0 0 .11 0 0 1.89 0 0 0 0 1.22 .11 0 0 0 0 0 .22 0 0 .11 .052 .156 .034 .017 0 .052 3.061 38 600 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.35 0 0 .21 0 0 0 0 0 0 0 0 0 0 0 0 .03 .06 0 0 0 0 2.444 76 198 0 "email" "0" 0 0 "0"
.75 0 0 0 0 0 .37 0 0 .37 0 0 0 0 0 0 .75 0 3.75 0 3.38 0 0 0 .37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .099 .597 0 0 0 2.125 13 85 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.72 3.44 0 0 0 0 0 0 0 0 0 0 1.72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.611 7 29 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 2.7 0 0 0 0 0 0 2.7 0 2.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .444 0 0 2.8 7 28 0 "email" "0" 0 0 "0"
0 0 0 0 0 .67 0 .67 0 0 0 2.02 0 0 0 0 0 0 0 0 0 0 0 0 2.02 1.35 0 1.35 0 0 0 0 0 0 .67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .205 0 0 0 0 2.84 24 142 0 "email" "0" 0 0 "0"
0 0 0 0 4.76 0 0 0 0 0 0 0 0 0 0 0 0 0 4.76 0 9.52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .8 0 0 1.5 4 9 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.55 0 0 0 0 0 0 0 0 0 1.714 6 12 0 "email" "0" 0 0 "0"
0 0 0 0 0 1.03 0 2.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .144 .072 0 0 0 1.523 11 64 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.5 2.63 3.5 2.63 1.75 1.75 .87 .87 0 .87 1.75 .87 .87 0 2.63 .87 0 0 .87 0 1.75 0 0 0 0 .49 .122 .122 0 0 2.203 12 130 0 "email" "0" 0 0 "0"
.06 0 .4 0 .13 .13 0 .13 0 0 0 1.4 .2 .06 0 0 .2 0 .06 0 0 0 0 0 2.54 0 0 0 0 0 0 0 0 0 0 .06 .06 0 0 0 0 0 0 0 .06 0 0 0 .028 .085 0 0 0 0 2.341 22 665 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 1.02 0 0 0 0 0 1.02 2.04 0 0 0 0 0 2.04 1.02 0 0 0 0 0 0 0 0 0 0 0 0 1.02 0 0 0 0 0 0 0 0 0 0 .188 0 0 0 0 3.9 13 78 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8 12 28 0 "email" "0" 0 0 "0"
.26 .26 0 0 .52 .26 0 .52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.83 1.57 0 0 .26 0 .26 0 0 0 .26 .26 .26 0 0 0 0 0 .52 0 0 0 0 0 .065 0 .032 0 0 0 1.455 12 115 0 "email" "0" 0 0 "0"
.13 0 .26 0 .65 0 0 0 0 0 0 .52 0 0 0 .13 .13 0 1.18 0 0 0 0 0 .52 .26 0 0 0 .13 0 0 2.1 0 0 0 0 1.44 .13 0 0 0 0 0 .26 0 0 .13 0 .188 .041 0 0 .062 2.876 38 420 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 3.63 0 0 0 0 0 0 0 0 0 0 0 0 .9 3.63 0 0 0 0 0 0 0 0 0 0 1.81 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .153 0 0 1.933 7 58 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 6.45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .645 0 0 1.666 7 15 0 "email" "0" 0 0 "0"
1.17 3.52 0 0 0 0 0 0 0 1.17 0 1.17 0 0 0 0 0 3.52 2.35 0 3.52 0 0 0 3.52 2.35 0 0 0 0 0 0 0 0 0 0 0 0 0 1.17 0 0 0 0 0 0 0 0 0 0 0 .414 0 0 1 1 14 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 1.4 3 7 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 .8 0 0 0 0 0 2.4 0 .8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .8 0 1.6 0 .8 .8 1.6 0 1.6 .8 0 0 .128 0 .128 0 0 0 1.596 12 83 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.25 0 0 0 0 0 0 0 6.25 0 0 0 0 0 6.25 0 0 0 0 0 0 0 0 0 0 0 6.25 0 0 0 0 0 0 0 0 0 1.285 3 9 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.11 0 0 0 0 0 11.11 0 0 0 0 1.492 0 0 0 0 1.571 4 11 0 "email" "0" 0 0 "0"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.25 2 5 0 "email" "0" 0 0 "0"
0 0 .44 0 0 0 0 0 0 0 0 .44 0 0 0 0 0 0 0 0 0 0 0 0 1.76 1.76 0 0 0 0 0 0 0 0 0 0 .88 0 .88 0 0 0 .44 0 0 0 0 .44 0 0 .061 0 0 0 1.949 17 230 0 "email" "0" 0 0 "0"
